day,date,crude,natgas,sugar_us,platinum,silver,gold,DJIA,NASDAQ,S&P500
Th,7/9/1992,18.28,1.573833333,0.1023,361,3.665,340,3254.25,624.94,394.5
We,7/8/1992,18.3,1.573833333,0.1001,361,3.6825,340.5,3256.04,623.27,398.06
Tu,7/7/1992,18.06,1.573833333,0.1015,361,3.6775,342,3236.36,617.94,405.59
Mo,7/6/1992,18.49,1.573833333,0.1023,361,3.6415,338,3235.91,618.62,401.55
Fr,7/3/1992,18.86,1.573833333,0.1034,365,3.6585,339,3208.63,615.92,400.5
Th,7/2/1992,18.68,1.573833333,0.1003,365,3.65,337,3208.63,617.14,404.23
We,7/1/1992,18.53,1.573833333,0.0989,365,3.625,333.5,3230.99,623.46,403.69
Tu,6/30/1992,18.34,1.573833333,0.0973,361.5,3.64,334,3215.12,615.82,403
Mo,6/29/1992,18.87,1.573833333,0.1003,361.5,3.6,334,3221.6,615.95,403.5
Fr,6/26/1992,19.15,1.573833333,0.0985,356.25,3.57,332.5,3241.5,621.97,407.86
Th,6/25/1992,19.26,1.573833333,0.099,356.25,3.56,333.5,3268.56,630.29,407.52
We,6/24/1992,19.35,1.573833333,0.0954,356.25,3.575,334,3290.25,634.25,408.88
Tu,6/23/1992,19.14,1.573833333,0.0947,357.5,3.587,333,3275.27,635.47,409.91
Mo,6/22/1992,19.13,1.573833333,0.0935,357.5,3.5725,332,3267.67,633.47,411.3
Fr,6/19/1992,18.97,1.573833333,0.0942,349.75,3.584,331,3269.45,633.95,409.8
Th,6/18/1992,18.86,1.573833333,0.0939,349.75,3.585,330.5,3283.32,632.4,409.15
We,6/17/1992,18.97,1.573833333,0.0935,349.75,3.5825,330,3257.83,621.4,409.58
Tu,6/16/1992,18.92,1.573833333,0.0965,349,3.5665,329,3282.42,624.93,406.39
Mo,6/15/1992,19.12,1.573833333,0.0961,349,3.5895,329,3280.19,629.75,405.84
Fr,6/12/1992,18.88,1.573833333,0.097,349.5,3.6015,328,3280.63,632.23,403.89
Th,6/11/1992,18.88,1.573833333,0.0967,349.5,3.58,328,3230.32,622.41,404.03
We,6/10/1992,19.01,1.573833333,0.0968,349.5,3.5815,329,3224.73,626.41,406.89
Tu,6/9/1992,18.86,1.573833333,0.0967,344.75,3.64,330.35,3245.97,636.43,405.21
Mo,6/8/1992,18.98,1.573833333,0.097,344.75,3.656,328.5,3246.65,639.1,404.44
Fr,6/5/1992,19.13,1.573833333,0.0954,342.5,3.705,331,3276.83,644.92,406.51
Th,6/4/1992,19.17,1.573833333,0.096,342.5,3.687,330.5,3251.57,633.37,409.33
We,6/3/1992,19.02,1.573833333,0.0949,342.5,3.688,330,3245.08,634.13,412.85
Tu,6/2/1992,18.75,1.573833333,0.0945,341.75,3.742,329.5,3225.4,634.95,412.45
Mo,6/1/1992,18.86,1.573833333,0.0945,341.75,3.7675,331,3255.59,637.67,412.7
Fr,5/29/1992,18.73,1.573833333,0.0991,344.88,3.7125,331.5,3257.6,636.97,413.86
Th,5/28/1992,18.52,1.573833333,0.0975,344.88,3.6825,331.5,3272.81,631,415.35
We,5/27/1992,18.36,1.573833333,0.0983,344.88,3.6575,331,3234.12,623.43,410.45
Tu,5/26/1992,18.56,1.573833333,0.0999,346.75,3.67,332.5,3223.39,620.21,412.27
Fr,5/22/1992,17.34,1.573833333,0.1028,346.75,3.67,331.5,3244.86,621.37,411.46
Th,5/21/1992,17.35,1.573833333,0.0972,366.25,3.674,332,3224.96,616.31,413.9
We,5/20/1992,16.88,1.573833333,0.0954,366.25,3.6685,331,3272.14,621.29,408.26
Tu,5/19/1992,16.96,1.573833333,0.0948,366.25,3.66,330,3240.61,621,407.38
Mo,5/18/1992,17.23,1.573833333,0.0959,369.38,3.7078,331,3232.78,624.68,412.48
Fr,5/15/1992,17.35,1.573833333,0.0947,369.38,3.675,334,3226.74,622.86,413.69
Th,5/14/1992,17.39,1.573833333,0.0943,368.5,3.7015,331.5,3255.81,620.68,417.13
We,5/13/1992,17.56,1.573833333,0.0967,368.5,3.695,329.5,3223.39,604.87,413.76
Tu,5/12/1992,17.46,1.573833333,0.0956,368.5,3.7125,329.5,3254.02,619.38,413.77
Mo,5/11/1992,17.51,1.573833333,0.0973,363.88,3.716,329.5,3264.98,626.85,411.09
Fr,5/8/1992,17.3,1.573833333,0.0982,363.88,3.685,329.5,3249.55,627.34,413.82
Th,5/7/1992,17.19,1.573833333,0.098,361.25,3.6865,330,3258.5,630.82,413.84
We,5/6/1992,17.29,1.573833333,0.09,361.25,3.673,331.5,3246.2,625.75,413.85
Tu,5/5/1992,17.47,1.573833333,0.0918,361.25,3.6665,329.75,3185.6,617.63,409.53
Mo,5/4/1992,17.49,1.573833333,0.0913,360.25,3.6915,332.5,3199.46,615.7,408.79
Fr,5/1/1992,17.49,1.573833333,0.0877,360.25,3.6685,329.95,3209.53,619.8,411.63
Th,4/30/1992,17.43,1.573833333,0.0868,363.75,3.678,330.6,3203.94,610.32,410.34
We,4/29/1992,17.28,1.573833333,0.0853,363.75,3.6655,332.5,3204.83,602.29,414.96
Tu,4/28/1992,16.9,1.573833333,0.0838,363.75,3.66,330.5,3200.13,597.9,414.99
Mo,4/27/1992,16.67,1.573833333,0.0825,364.63,3.699,330.5,3201.48,592.65,415.48
Fr,4/24/1992,16.68,1.573833333,0.0832,364.63,3.7,331.5,3172.41,586.45,414.96
Th,4/23/1992,16.46,1.573833333,0.0833,362.25,3.654,330.5,3168.83,586.34,418.13
We,4/22/1992,16.39,1.573833333,0.0829,362.25,3.66,331,3163.91,579.75,412.64
Tu,4/21/1992,16.71,1.573833333,0.0844,362.25,3.6695,330,3101.52,565.71,416.36
Mo,4/20/1992,16.68,1.573833333,0.0843,359.13,3.663,329.5,3082.96,559.3,418.86
Th,4/16/1992,16.68,1.573833333,0.0841,359.13,3.675,329.5,3050.98,549.56,418.21
We,4/15/1992,16.25,1.573833333,0.0833,356.75,3.685,329.5,3022.58,543.9,420.77
Tu,4/14/1992,16.26,1.573833333,0.0843,356.75,3.6975,331,2934.48,535.76,420.44
Mo,4/13/1992,16.51,1.573833333,0.0831,356.75,3.7335,330,2914.36,534.53,414.34
Fr,4/10/1992,16.76,1.573833333,0.0836,357.63,3.75,330.5,2908.09,539.84,415.1
Th,4/9/1992,16.59,1.573833333,0.0837,357.63,3.775,330.5,2902.28,539.7,417.61
We,4/8/1992,16.98,1.573833333,0.0839,359.25,3.75,331,2919.05,543.73,418.1
Tu,4/7/1992,16.6,1.573833333,0.0824,359.25,3.714,330.5,2914.36,540.9,417.4
Mo,4/6/1992,16.85,1.573833333,0.0812,359.25,3.7165,330.5,2895.13,536.02,417.96
Fr,4/3/1992,16.72,1.573833333,0.0812,357.75,3.7275,334.5,2865.38,531.64,419.34
Th,4/2/1992,16.34,1.573833333,0.0823,357.75,3.724,334.5,2863.82,534.23,417.26
We,4/1/1992,16.43,1.573833333,0.0827,356.63,3.705,335.5,2871.65,537.7,417.09
Tu,3/31/1992,16.14,1.573833333,0.0804,356.63,3.714,334.5,2886.4,536.3,415.14
Mo,3/30/1992,16.08,1.573833333,0.0786,356.63,3.7585,334.5,2889.09,534.03,406.46
Fr,3/27/1992,16.01,1.573833333,0.078,356.63,3.7585,334.5,2911.67,535.28,404.84
Th,3/26/1992,16.1,1.573833333,0.0787,356.63,3.7625,335,2929.56,533.34,399.33
We,3/25/1992,15.86,1.573833333,0.0816,363.25,3.759,339,2935.38,530.91,396.82
Tu,3/24/1992,15.8,1.573833333,0.0812,363.25,3.7575,340,2894.68,523.9,387.04
Mo,3/23/1992,15.8,1.573833333,0.0815,363.25,3.76,339,2900.04,522.78,382.52
Fr,3/20/1992,15.62,1.573833333,0.0846,363.25,3.7325,336.5,2916.14,522.23,383.48
Th,3/19/1992,15.91,1.573833333,0.0846,363.25,3.75,337,2902.06,522.88,382.74
We,3/18/1992,15.65,1.573833333,0.0858,363.25,3.7625,336.5,2902.73,526.46,384.46
Tu,3/17/1992,15.59,1.573833333,0.0802,363.25,3.76,335.5,2932.69,530.33,384.47
Mo,3/16/1992,15.72,1.573833333,0.0802,363.25,3.7575,335.5,2930.01,526.12,381.55
Fr,3/13/1992,15.91,1.573833333,0.0794,363.25,3.752,337,2931.57,523.47,377.7
Th,3/12/1992,15.68,1.573833333,0.0788,363.25,3.7725,336.5,2972.72,534.73,377.9
We,3/11/1992,15.06,1.573833333,0.0811,363.88,3.7536,337,2943.2,531.29,378.26
Tu,3/10/1992,15.08,1.573833333,0.0818,363.88,3.7675,337,3063.51,554.84,379.09
Mo,3/9/1992,15.19,1.573833333,0.0817,363.88,3.7565,337.5,3065.3,556.17,377.4
Fr,3/6/1992,14.93,1.573833333,0.0816,366.75,3.762,336.5,3054.11,555.68,380.07
Th,3/5/1992,14.96,1.573833333,0.0805,366.75,3.7985,336,3042.26,550.71,380.96
We,3/4/1992,14.97,1.573833333,0.08,363.5,3.6875,335.5,3045.62,548.08,381.4
Tu,3/3/1992,15.18,1.573833333,0.0818,363.5,3.6875,336.5,3054.11,545.28,375.22
Mo,3/2/1992,14.97,1.573833333,0.0833,363.5,3.713,336,3038.46,539.48,376.55
Fr,2/28/1992,15.35,1.573833333,0.0834,361.5,3.8585,336,3031.31,538.82,377.96
Th,2/27/1992,15.39,1.573833333,0.0835,361.5,3.9075,336,3045.62,537.5,375.34
We,2/26/1992,15,1.573833333,0.0856,355.75,3.8725,338,3056.35,540.93,376.14
Tu,2/25/1992,15.17,1.573833333,0.0863,355.75,3.795,336,3069.1,542.98,380.06
Mo,2/24/1992,15.23,1.573833333,0.0863,355.75,3.793,337,3071.78,541.32,378.53
Fr,2/21/1992,15.4,1.573833333,0.0862,356.25,3.7565,336,3061.94,534.51,379.42
Th,2/20/1992,15.5,1.573833333,0.0841,356.25,3.764,337,3045.62,529.41,385.24
We,2/19/1992,15.39,1.573833333,0.084,354.31,3.7665,336.5,3004.92,525.13,382.62
Tu,2/18/1992,15.1,1.573833333,0.0859,354.31,3.765,334.5,3016.32,528.75,397.15
Mo,2/17/1992,14.75,1.573833333,0.0831,354.31,3.75,333.5,3040.92,535.17,397.41
Fr,2/14/1992,15.77,1.573833333,0.0825,353.38,3.7525,332,3039.8,537.14,396.74
Th,2/13/1992,15.7,1.573833333,0.083,353.38,3.799,336.5,3060.38,536.96,393.12
We,2/12/1992,15.47,1.573833333,0.0844,353.5,3.8,337,3077.15,538.9,392.89
Tu,2/11/1992,15.62,1.573833333,0.0856,353.5,3.8125,340,3053,536.27,393.72
Mo,2/10/1992,16.03,1.573833333,0.0846,353.5,3.74,339,3061.72,540.94,389.97
Fr,2/7/1992,16.03,1.573833333,0.0843,353.25,3.7225,340.5,3041.37,534.11,388.71
Th,2/6/1992,15.61,1.573833333,0.0836,353.25,3.71,341,3019.45,525.66,390.28
We,2/5/1992,15.75,1.573833333,0.0849,358.5,3.725,341,2983.68,518.77,391.32
Tu,2/4/1992,15.45,1.573833333,0.084,358.5,3.705,341,2976.52,515.94,392.46
Mo,2/3/1992,15.51,1.573833333,0.0859,358.5,3.7175,340,2946.33,513.81,392.96
Fr,1/31/1992,15.45,1.573833333,0.09,355.25,3.744,340,2963.77,517.25,391.48
Th,1/30/1992,15.44,1.573833333,0.0896,355.25,3.7455,343,2942.75,516.2,389.52
We,1/29/1992,15.44,1.573833333,0.09,354.25,3.7335,344.5,2961.76,520.4,384.2
Tu,1/28/1992,15.44,1.573833333,0.0881,354.25,3.7515,344.5,2984.79,520.51,385.07
Mo,1/27/1992,15.84,1.573833333,0.0888,354.25,3.7585,345.5,3012.52,528.51,387.94
Fr,1/24/1992,15.47,1.573833333,0.0891,355.25,3.7465,345.5,3018.34,528.51,387.83
Th,1/23/1992,15.06,1.573833333,0.0888,355.25,3.7325,344,3016.77,526.88,390.02
We,1/22/1992,15.22,1.573833333,0.0877,356.75,3.7525,344,3006.04,524.48,392.5
Tu,1/21/1992,14.95,1.573833333,0.0869,356.75,3.766,343,3017.22,526.94,391.92
Mo,1/20/1992,15.21,1.573833333,0.0874,356.75,3.725,345.5,3021.02,527.82,392.8
Fr,1/17/1992,15.67,1.573833333,0.0881,359,3.809,344.5,3029.07,526.47,391.01
Th,1/16/1992,15.69,1.573833333,0.0861,359,3.8215,347.5,3010.51,524.69,386.47
We,1/15/1992,15.41,1.573833333,0.086,357,3.82,352.5,3019.23,527.19,381.45
Tu,1/14/1992,15.09,1.573833333,0.087,357,3.835,352.5,3024.37,522.67,380.55
Mo,1/13/1992,15.55,1.573833333,0.0892,357,3.791,352.5,3017.89,518.55,376.8
Fr,1/10/1992,14.79,1.573833333,0.0909,355.63,3.823,351.5,3013.19,515.17,380.67
Th,1/9/1992,14.21,1.573833333,0.0883,355.63,3.8075,353,3015.21,515.68,379.5
We,1/8/1992,14.27,1.573833333,0.0906,356.88,3.8275,350,2985.69,516.71,381.24
Tu,1/7/1992,15.14,1.573833333,0.0911,356.88,3.845,350,3007.83,521.13,384.47
Mo,1/6/1992,15.37,1.573833333,0.0907,356.88,3.785,350,2987.03,514.76,388.26
Fr,1/3/1992,15.32,1.573833333,0.0893,360.5,3.7475,350,2982.56,511.28,389.2
Th,1/2/1992,15.56,1.573833333,0.0892,360.5,3.6875,349.5,3007.16,518.07,387.86
Tu,12/31/1991,14.66,1.573833333,0.0892,364.5,3.73,351,3011.63,516.94,385.9
Mo,12/30/1991,14.77,1.573833333,0.0892,364.5,3.7475,350,3008.5,516.93,386.49
Fr,12/27/1991,14.73,1.573833333,0.0894,364.5,3.725,351,3008.5,517.92,386.88
Th,12/26/1991,14.23,1.573833333,0.0863,368.25,3.7375,351,3017.67,520.91,387.71
Tu,12/24/1991,14.68,1.573833333,0.0844,368.25,3.7415,350.5,3043.6,525.68,385.92
Mo,12/23/1991,14.5,1.573833333,0.0834,365,3.7165,350,3049.64,526.39,387.92
Fr,12/20/1991,14.2,1.573833333,0.0823,365,3.72,350,3055.23,526.29,387.56
Th,12/19/1991,14.7,1.573833333,0.0828,365,3.752,351,3026.16,521.75,386.94
We,12/18/1991,14.72,1.573833333,0.0832,363.5,3.719,347.5,3039.36,521.38,385.5
Tu,12/17/1991,14.71,1.573833333,0.0824,363.5,3.695,344.5,3040.25,521.06,385.78
Mo,12/16/1991,15.28,1.573833333,0.0827,364.75,3.6475,342,3007.38,518.3,383.59
Fr,12/13/1991,15.56,1.573833333,0.0855,364.75,3.7065,344,3001.79,517.97,387.34
Th,12/12/1991,15.53,1.573833333,0.0861,364.75,3.7615,344.5,2913.69,502.05,385.09
We,12/11/1991,15.08,1.573833333,0.0865,362,3.735,343.5,2898.03,497.64,384.56
Tu,12/10/1991,15.01,1.573833333,0.0862,362,3.729,344.5,2968.02,512.47,388.57
Mo,12/9/1991,14.86,1.573833333,0.0857,358.5,3.804,343,2998.43,515.67,389.1
Fr,12/6/1991,15.73,1.573833333,0.0886,358.5,3.79,340.5,3005.37,517.68,389.14
Th,12/5/1991,15.93,1.573833333,0.0895,358.5,3.82,342,3008.72,514.4,389.97
We,12/4/1991,16.19,1.573833333,0.0895,358.56,3.8135,344,3001.34,510,392.15
Tu,12/3/1991,15.82,1.573833333,0.0898,358.56,3.809,342,2996.2,508.31,395.43
Mo,12/2/1991,16.33,1.573833333,0.09,357,3.8925,341.5,3013.86,509.39,396.47
Fr,11/29/1991,16.68,1.573833333,0.0893,357,3.9425,340.5,3026.61,507.46,396.64
Th,11/28/1991,16.79,1.573833333,0.0885,357,3.976,340.5,3027.28,505.2,393.06
We,11/27/1991,17.17,1.573833333,0.0869,357.5,3.9275,343,2989.04,502.61,393.85
Tu,11/26/1991,16.23,1.573833333,0.088,357.5,3.9015,344,3006.26,505.67,394.17
Mo,11/25/1991,16.65,1.573833333,0.0879,350.5,3.88,338.5,3017.67,504.15,391.33
Fr,11/22/1991,16.76,1.573833333,0.0895,350.5,3.876,338.5,3024.82,502.04,390.59
Th,11/21/1991,17.29,1.573833333,0.0867,350.5,3.9415,340,3016.32,498.27,379.43
We,11/20/1991,17.36,1.573833333,0.0865,350.5,3.9525,337.5,2985.24,493.35,376.47
Tu,11/19/1991,17.7,1.573833333,0.088,350.5,3.915,337.4,2972.5,492.69,385.58
Mo,11/18/1991,18,1.573833333,0.0882,349.81,3.94,335.7,2980.1,490.28,389.33
Fr,11/15/1991,18.24,1.573833333,0.0866,349.81,3.9725,337.3,2966.23,487.42,389.9
Th,11/14/1991,17.68,1.573833333,0.0857,349.81,3.9725,346.8,2983.23,489.65,389.62
We,11/13/1991,17.93,1.573833333,0.0848,346.25,3.98,348.15,3012.97,494.99,388.02
Tu,11/12/1991,17.92,1.573833333,0.0866,346.25,4.0125,350.35,3016.32,497.55,387.12
Mo,11/11/1991,17.88,1.573833333,0.087,347.31,3.9625,349.9,3016.32,496.8,389.32
Fr,11/8/1991,18.24,1.573833333,0.0875,347.31,3.9525,348.6,2978.76,493.42,390.56
Th,11/7/1991,18.52,1.573833333,0.0875,347.31,3.995,350.75,2983.9,493.6,390.62
We,11/6/1991,18.6,1.573833333,0.0866,368.25,3.921,352.7,2990.61,496.19,385.06
Tu,11/5/1991,19.1,1.573833333,0.0855,368.25,3.9375,354.05,2980.77,492.71,387.18
Mo,11/4/1991,19.03,1.573833333,0.0885,376.88,3.9505,357.85,2959.75,488.37,387.12
Fr,11/1/1991,19.16,1.573833333,0.0889,376.88,3.95,356.75,2944.77,487.17,387.81
Th,10/31/1991,18.75,1.573833333,0.0962,376.88,3.936,356.2,2947.23,483.64,386.69
We,10/30/1991,18.45,1.573833333,0.0959,376,3.965,359.6,2961.99,479.51,383.15
Tu,10/29/1991,18.32,1.573833333,0.0961,376,3.9085,358.4,2932.47,474.05,380.93
Mo,10/28/1991,18.54,1.573833333,0.0947,380.5,3.906,357.6,2934.7,474.32,380.96
Fr,10/25/1991,18.54,1.573833333,0.0949,380.5,3.9172,359.5,2972.72,478.78,378.64
Th,10/24/1991,18.83,1.573833333,0.0901,380.5,4.0525,358.75,2958.41,481.31,379.42
We,10/23/1991,18.72,1.573833333,0.0893,376.75,4.06,358.1,2906.75,475.92,382.88
Tu,10/22/1991,19.25,1.573833333,0.0899,376.75,4.04,359.3,2934.93,476.24,384.22
Mo,10/21/1991,19.82,1.573833333,0.0906,381.5,4.0485,356.7,2913.01,473.08,385.37
Fr,10/18/1991,19.94,1.573833333,0.0898,381.5,4.026,353,2910.11,473.3,381.18
Th,10/17/1991,19.62,1.573833333,0.087,381.5,3.9925,350.9,2913.01,475.23,381.54
We,10/16/1991,19.84,1.573833333,0.0891,381,4.022,349.3,2965.56,485.82,382.39
Tu,10/15/1991,20.06,1.573833333,0.09,381,4.035,348.6,2953.94,485.88,380.25
Mo,10/14/1991,19.67,1.573833333,0.0904,385,4.039,348.7,2955.5,485.36,376.97
Fr,10/11/1991,19.25,1.573833333,0.089,385,4.0555,347.2,2986.81,491.59,375.74
Th,10/10/1991,19.05,1.573833333,0.0903,385,4.0475,347.5,2993.96,494.32,376.11
We,10/9/1991,19.45,1.573833333,0.092,389.75,4.111,345.6,3000.45,495.07,377.94
Tu,10/8/1991,19.04,1.573833333,0.0923,389.75,4.0875,346.6,2965.12,491.14,374.08
Mo,10/7/1991,18.95,1.573833333,0.0875,385.63,4.1065,345.7,2961.99,491.05,373.33
Fr,10/4/1991,18.95,1.573833333,0.0873,385.63,4.1035,347.1,2985.91,496.62,377.47
Th,10/3/1991,18.95,1.573833333,0.0883,385.63,4.1215,343.55,2975.4,495.85,377.92
We,10/2/1991,18.95,1.573833333,0.0873,384.63,4.1065,343.4,2976.74,498.54,371.16
Tu,10/1/1991,18.85,1.573833333,0.0891,384.63,4.057,343,2994.86,502.94,374.4
Mo,9/30/1991,18.95,1.573833333,0.0888,387,4.056,343.4,3005.37,505.2,371.59
Fr,9/27/1991,18.97,1.573833333,0.0883,387,4.0455,342.3,3027.95,507.25,370.65
Th,9/26/1991,18.68,1.573833333,0.0862,387,4.0535,343.8,3035.33,507.1,370.94
We,9/25/1991,18.43,1.573833333,0.0869,378.75,4.083,342.5,3027.5,506.11,377.75
Tu,9/24/1991,17.9,1.573833333,0.0867,378.75,4.061,343.55,3000.45,503.19,375.42
Mo,9/23/1991,17.67,1.573833333,0.0798,367.25,4.09,341.25,2969.59,499.05,375.09
Fr,9/20/1991,17.44,1.573833333,0.0797,367.25,4.072,342,2958.86,497.17,378.59
Th,9/19/1991,17.27,1.573833333,0.0832,367.25,4.028,342.35,2913.91,492.67,380.13
We,9/18/1991,17.31,1.573833333,0.0848,364.88,4.058,342.7,2900.04,489.6,382.29
Tu,9/17/1991,17.28,1.573833333,0.0854,364.88,4.075,339.6,2910.33,487.29,377.63
Mo,9/16/1991,17.67,1.573833333,0.0836,364.75,4.1025,338.25,2906.08,483.6,376.65
Fr,9/13/1991,17.5,1.573833333,0.0828,364.75,4.088,337.65,2892.22,480.1,381.05
Th,9/12/1991,16.89,1.573833333,0.0868,364.75,4.07,337.8,2886.63,481.38,378.57
We,9/11/1991,16.9,1.573833333,0.0915,369,4.075,338.7,2894.01,481.77,379.43
Tu,9/10/1991,16.7,1.573833333,0.0932,369,4.077,338.8,2865.38,478.08,383.63
Mo,9/9/1991,16.59,1.573833333,0.0945,370.38,4.115,338.4,2886.85,488.79,385.09
Fr,9/6/1991,16.92,1.573833333,0.0956,370.38,4.0975,339.9,2924.42,493.93,387.74
Th,9/5/1991,16.83,1.573833333,0.0959,370.38,4.1175,339,2920.17,493.42,388.06
We,9/4/1991,16.95,1.573833333,0.0976,367.13,4.096,336.85,2971.15,497.81,389.83
Tu,9/3/1991,17.3,1.573833333,0.0968,367.13,4.0825,337.5,2930.9,492.51,386.96
Mo,9/2/1991,17.25,1.573833333,0.0939,374,4.0825,336.9,2917.49,491.51,382.79
Fr,8/30/1991,17.4,1.573833333,0.0928,374,4.11,337.7,2941.64,491.48,381.94
Th,8/29/1991,17.07,1.573833333,0.0933,374,4.0355,337.85,2938.86,492.1,377.49
We,8/28/1991,16.73,1.573833333,0.0909,374.5,4.045,337.7,2938.61,491.13,374.97
Tu,8/27/1991,16.8,1.573833333,0.0907,374.5,4.065,337.25,2930.2,487.85,376.19
Mo,8/26/1991,16.58,1.573833333,0.092,371.38,4.013,336.95,2887.87,484.72,375.35
Fr,8/23/1991,16.58,1.573833333,0.093,371.38,4.014,339.5,2876.98,487.74,372.28
Th,8/22/1991,16.39,1.573833333,0.0918,371.38,3.9815,338.9,2912.38,494.64,372.39
We,8/21/1991,16.35,1.573833333,0.0946,366.06,3.935,339,2921.04,496.03,372.19
Tu,8/20/1991,17.5,1.573833333,0.0891,366.06,3.9775,336.9,2949.5,498.45,368.57
Mo,8/19/1991,17.38,1.573833333,0.0881,360.5,3.99,335.2,2930.45,496.08,371.62
Fr,8/16/1991,16.15,1.573833333,0.0905,360.5,3.99,335.25,2927.72,494.38,376.76
Th,8/15/1991,16.01,1.573833333,0.0924,360.5,4.02,336.15,2965.59,501.19,375.74
We,8/14/1991,15.92,1.573833333,0.0919,360.5,3.99,336.9,2999.26,506.62,383.25
Tu,8/13/1991,16.2,1.573833333,0.0914,360.5,3.985,336.05,3004.46,511.31,378.51
Mo,8/12/1991,16.32,1.573833333,0.0949,357,4.031,336.7,2986.88,506.75,377.32
Fr,8/9/1991,16.35,1.573833333,0.0951,357,4.103,336.75,2933.17,500.84,380.08
Th,8/8/1991,16.17,1.573833333,0.0861,357,4.085,337.5,2920.79,501.62,380.8
We,8/7/1991,16.03,1.573833333,0.0861,353.25,4.125,336.35,2905.45,499.31,380.52
Tu,8/6/1991,16.08,1.573833333,0.0844,353.25,4.132,335.7,2874.5,490.76,380.29
Mo,8/5/1991,16.18,1.573833333,0.0846,351.63,4.096,336.75,2873.02,492.46,375.35
Fr,8/2/1991,16.2,1.573833333,0.107,351.63,4.092,335.7,2918.56,495.65,373.66
Th,8/1/1991,16.05,1.573833333,0.1065,351.63,4.095,336.55,2896.78,495.79,379.02
We,7/31/1991,16.45,1.573833333,0.104,357.5,4.094,338.5,2924.5,497.57,379.25
Tu,7/30/1991,16.28,1.573833333,0.0996,357.5,4.088,338.1,2926.73,495.05,382.76
Mo,7/29/1991,16.4,1.573833333,0.097,347.13,4.09,338.3,2945.05,491.2,381.76
Fr,7/26/1991,16.37,1.573833333,0.0988,347.13,4.152,338.95,2881.19,480.86,380.95
Th,7/25/1991,16.3,1.573833333,0.099,347.13,4.12,339,2913.86,482.3,384.2
We,7/24/1991,16.34,1.573833333,0.0997,341.88,4.154,340.8,2917.57,482.37,388.46
Tu,7/23/1991,16.1,1.573833333,0.099,341.88,4.093,341.9,2914.85,478.57,390.45
Mo,7/22/1991,16.68,1.573833333,0.0958,343.38,4.09,338.45,2865.84,468.49,387.62
Fr,7/19/1991,16.81,1.573833333,0.0924,343.38,4.109,337.5,2858.91,464.15,381.19
Th,7/18/1991,16.59,1.573833333,0.0939,343.38,4.108,338.75,2855.45,464.6,380.4
We,7/17/1991,16.55,1.573833333,0.0888,342.44,4.107,339.25,2872.03,466.09,377.63
Tu,7/16/1991,16.4,1.573833333,0.0879,342.44,4.1,340.6,2867.82,462.81,373.15
Mo,7/15/1991,16.25,1.573833333,0.0888,348.06,4.017,340.6,2929.95,466.27,373.56
Fr,7/12/1991,16.45,1.573833333,0.0873,348.06,4.072,344,2948.27,466.29,378.66
Th,7/11/1991,15.95,1.573833333,0.0857,348.06,4.043,341.7,2952.23,467.79,375.36
We,7/10/1991,16.08,1.573833333,0.0858,348.06,4.107,343.3,2955.2,468.18,379.77
Tu,7/9/1991,15.95,1.573833333,0.0871,348.06,4.106,340.5,2922.52,461.4,378.94
Mo,7/8/1991,15.9,1.573833333,0.0847,347.56,4.143,340.4,2939.36,467.15,379.5
Fr,7/5/1991,15.62,1.573833333,0.0805,347.56,4.153,341.25,2955.2,475.11,371.3
Th,7/4/1991,15.08,1.573833333,0.0803,347.56,4.168,338.4,2963.37,475.74,375.22
We,7/3/1991,15.37,1.573833333,0.0801,349.88,4.158,338.7,2973.27,473.8,375.35
Tu,7/2/1991,15.49,1.573833333,0.0805,349.88,4.154,338.8,2972.52,473.05,376.3
Mo,7/1/1991,15.51,1.573833333,0.081,358.38,4.11,337.8,2914.11,461.13,369.83
Fr,6/28/1991,15.37,1.573833333,0.0799,358.38,4.106,339,2909.9,456.73,367.48
Th,6/27/1991,15.26,1.573833333,0.0793,358.38,4.121,343,2882.18,453.05,366.58
We,6/26/1991,15.03,1.573833333,0.0799,358.5,4.095,347.25,2889.11,450.82,367.92
Tu,6/25/1991,14.9,1.573833333,0.0807,358.5,4.119,347.6,2864.6,447.71,366.59
Mo,6/24/1991,15.05,1.573833333,0.0785,351.5,4.1,349,2887.87,451.09,372.11
Fr,6/21/1991,15.35,1.573833333,0.0789,351.5,4.065,348.35,2889.36,448.95,373.59
Th,6/20/1991,15.14,1.573833333,0.0789,351.5,4.125,348.8,2891.83,446.38,373.5
We,6/19/1991,14.83,1.573833333,0.0775,351.25,4.077,349.4,2899.01,446.02,374.57
Tu,6/18/1991,14.96,1.573833333,0.0787,351.25,4.103,349.9,2932.18,450.32,370.03
Mo,6/17/1991,14.86,1.573833333,0.0763,350.88,4.096,350.15,2934.65,448.71,372.96
Fr,6/14/1991,14.73,1.573833333,0.0782,350.88,4.058,351.35,2877.23,444.31,374.95
Th,6/13/1991,14.8,1.573833333,0.0764,350.88,4.132,350.45,2909.16,447.97,375.91
We,6/12/1991,14.85,1.573833333,0.0767,355.63,4.153,353.75,2874.75,443.98,376.17
Tu,6/11/1991,14.6,1.573833333,0.0772,355.63,4.193,348.65,2902.23,444.1,376.72
Mo,6/10/1991,14.6,1.573833333,0.078,361.81,4.21,350.5,2830.69,436.98,369.33
